"""uncharacterized"" (is used in Protein name UniProt)",Bait detected+enriched (=self loop),Cluster ID (Markov),CPX - Recommended name,Cross-reference (ComplexPortal),Gene names  (UniP-SGD-primary or ordered locus),Gene names  (UniP-SGD-primary+synonym or ordered locus),Is in GFP library,name,SGD Brief Description,SGD ID,SGD Name,SGD Qualifier,shared name,Subcellular location [CC],TaBaQ (relative abundance),Uncharacterized (SGD Qualifier+Uniprot combined),UniProt ID
FALSE,TRUE,470,,,CAF16,CAF16,TRUE,YFL028C,Part of evolutionarily-conserved CCR4-NOT regulatory complex,S000001866;,CCR4 Associated Factor,Verified,YFL028C,Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.,19.79388,FALSE,P43569
FALSE,TRUE,470,,,SAH1,SAH1,TRUE,YER043C,S-adenosyl-L-homocysteine hydrolase,S000000845;,S-Adenosyl-l-Homocysteine hydrolase,Verified,YER043C,,25.27105,FALSE,P39954
FALSE,TRUE,126,,,KTI12,KTI12,TRUE,YKL110C,Protein that plays a role in modification of tRNA wobble nucleosides,S000001593;,Kluveromyces lactis Toxin Insensitive,Verified,YKL110C,Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.,19.77568,FALSE,P34253
FALSE,FALSE,126,Elongator holoenzyme complex,CPX-779,ELP6,ELP6;HAP3;TOT6,FALSE,YMR312W,Subunit of hexameric RecA-like ATPase Elp456 Elongator subcomplex,S000004929;,ELongator Protein,Verified,YMR312W,Cytoplasm {ECO:0000269|PubMed:15780940}. Nucleus {ECO:0000269|PubMed:10024884}.,,FALSE,Q04868
FALSE,TRUE,126,Elongator holoenzyme complex,CPX-779,ELP3,ELP3;HPA1;TOT3,TRUE,YPL086C,Subunit of Elongator complex,S000006007;,ELongator Protein,Verified,YPL086C,"Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15780940}. Nucleus {ECO:0000269|PubMed:10024884}.",21.48794,FALSE,Q02908
FALSE,FALSE,126,Elongator holoenzyme complex,CPX-779,ELP4,ELP4;HAP1;TOT7,FALSE,YPL101W,Subunit of hexameric RecA-like ATPase Elp456 Elongator subcomplex,S000006022;,ELongator Protein,Verified,YPL101W,Cytoplasm. Nucleus.,,FALSE,Q02884
FALSE,TRUE,126,Elongator holoenzyme complex,CPX-779,IKI3,IKI3;ELP1;TOT1,TRUE,YLR384C,Subunit of Elongator complex,S000004376;,Insensitive to KIller toxin,Verified,YLR384C,Cytoplasm {ECO:0000269|PubMed:15780940}. Nucleus {ECO:0000269|PubMed:10024884}.,23.11232,FALSE,Q06706
FALSE,TRUE,126,Elongator holoenzyme complex,CPX-779,ELP2,ELP2;TOT2,TRUE,YGR200C,Subunit of Elongator complex,S000003432;,ELongator Protein,Verified,YGR200C,Cytoplasm. Nucleus.,22.27827,FALSE,P42935
FALSE,TRUE,126,Elongator holoenzyme complex,CPX-779,IKI1,IKI1;ELP5;HAP2;TOT5,TRUE,YHR187W,Subunit of hexameric RecA-like ATPase Elp456 Elongator subcomplex,S000001230;,Insensitive to KIller toxin,Verified,YHR187W,Cytoplasm {ECO:0000269|PubMed:15780940}. Nucleus {ECO:0000269|PubMed:10024884}.,20.73809,FALSE,P38874
FALSE,TRUE,26,,,IWR1,IWR1,TRUE,YDL115C,"RNA polymerase II transport factor, conserved from yeast to humans",S000002273;,Interacts With RNA polymerase II,Verified,YDL115C,Cytoplasm. Nucleus. Note=Shuttles between the nucleus and cytoplasm.,19.40925,FALSE,Q07532
FALSE,TRUE,26,SPT4-SPT5 transcription elongation factor complex,CPX-1661,SPT5,SPT5,TRUE,YML010W,Spt4p/5p (DSIF) transcription elongation factor complex subunit,S000004470;,SuPpressor of Ty's,Verified,YML010W,Nucleus {ECO:0000269|PubMed:14576278}. Mitochondrion {ECO:0000269|PubMed:14576278}.,20.86592,FALSE,P27692
FALSE,TRUE,26,Transcription factor TFIIF complex,CPX-1149,TFG1,TFG1;SSU71,TRUE,YGR186W,TFIIF (Transcription Factor II) largest subunit,S000003418;,Transcription Factor G,Verified,YGR186W,Nucleus.,20.26364,FALSE,P41895
FALSE,FALSE,26,DNA-directed RNA Polymerase I complex;DNA-directed RNA polymerase III complex;DNA-directed RNA polymerase II complex,CPX-1664;CPX-2660;CPX-2662,RPB8,RPB8,TRUE,YOR224C,RNA polymerase subunit ABC14.5,S000005750;,RNA Polymerase B,Verified,YOR224C,Nucleus {ECO:0000269|PubMed:14562095}.,20.66017,FALSE,P20436
FALSE,TRUE,26,,,ESS1,ESS1;PIN1;PTF1,TRUE,YJR017C,Peptidylprolyl-cis/trans-isomerase (PPIase),S000003778;,ESSential,Verified,YJR017C,Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.,20.86687,FALSE,P22696
FALSE,TRUE,26,mRNA cap methyltransferase complex,CPX-580,CEG1,CEG1,TRUE,YGL130W,Guanylyltransferase involved in mRNA 5' capping,S000003098;,Capping Enzyme Guanylyltransferase,Verified,YGL130W,Nucleus.,20.45942,FALSE,Q01159
FALSE,FALSE,26,,,SPN1,SPN1;IWS1,FALSE,YPR133C,Protein involved in RNA polymerase II transcription,S000006337;,Suppresses Postrecruitment functions gene Number 1,Verified,YPR133C,"Nucleus {ECO:0000255|PROSITE-ProRule:PRU00649, ECO:0000269|PubMed:14562095}.",,FALSE,Q06505
FALSE,FALSE,26,Transcription factor TFIIF complex,CPX-1149,TFG2,TFG2,FALSE,YGR005C,TFIIF (Transcription Factor II) middle subunit,S000003237;,Transcription Factor G,Verified,YGR005C,Nucleus.,,FALSE,P41896
FALSE,TRUE,26,,,PTK2,PTK2;STK2,TRUE,YJR059W,Serine/threonine protein kinase,S000003820;,Putative serine/Threonine protein Kinase,Verified,YJR059W,Nucleus {ECO:0000269|PubMed:14562095}. Cytoplasm {ECO:0000269|PubMed:14562095}.,20.38555,FALSE,P47116
FALSE,TRUE,26,,,SPT6,SPT6;CRE2;SSN20,TRUE,YGR116W,Nucleosome remodeling protein,S000003348;,SuPpressor of Ty's,Verified,YGR116W,"Nucleus {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:2201908}. Note=Colocalizes with RNA polymerase II on chromatin. Recruited to the active transcribed loci.",19.87016,FALSE,P23615
FALSE,TRUE,26,DNA-directed RNA polymerase II complex,CPX-2662,RPO21,RPO21;RPB1;RPB220;SUA8,TRUE,YDL140C,RNA polymerase II largest subunit B220,S000002299;,RNA POlymerase,Verified,YDL140C,Nucleus.,23.71153,FALSE,P04050
FALSE,TRUE,26,RPB4-RPB7 subcomplex,CPX-1891,RPB4,RPB4,TRUE,YJL140W,RNA polymerase II subunit B32,S000003676;,RNA Polymerase B,Verified,YJL140W,"Nucleus. Cytoplasm. Cytoplasm, P-body. Note=Seems to shuttle between nucleus and cytoplasm in a complex with RPB7.",21.44797,FALSE,P20433
FALSE,FALSE,26,,,RTT103,RTT103,FALSE,YDR289C,Protein involved in transcription termination by RNA polymerase II,S000002697;,Regulator of Ty1 Transposition,Verified,YDR289C,Nucleus {ECO:0000269|PubMed:14562095}.,,FALSE,Q05543
FALSE,TRUE,26,"NRD1 snoRNA termination complex;Small ribosomal subunit processome, variant 1;Small ribosomal subunit processome, variant 2;Small ribosomal subunit processome, variant 3",CPX-1316;CPX-1604;CPX-1607;CPX-1608,SEN1,SEN1,TRUE,YLR430W,ATP-dependent 5' to 3' RNA/DNA and DNA helicase,S000004422;,Splicing ENdonuclease,Verified,YLR430W,"Nucleus {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:8544822}.",17.8549,FALSE,Q00416
FALSE,TRUE,26,,,RTR1,RTR1,TRUE,YER139C,Dual specificity protein phosphatase,S000000941;,Regulator of TRanscription,Verified,YER139C,Cytoplasm. Nucleus. Note=Shuttles constitutively between the cytoplasm and the nucleus.,21.0164,FALSE,P40084
FALSE,TRUE,26,DNA-directed RNA polymerase II complex,CPX-2662,RPB2,RPB2;RPB150;RPO22,TRUE,YOR151C,RNA polymerase II second largest subunit B150,S000005677;,RNA Polymerase B,Verified,YOR151C,Nucleus.,24.13697,FALSE,P08518
FALSE,TRUE,26,,,SET2,SET2;EZL1;KMT3,TRUE,YJL168C,Histone methyltransferase with a role in transcriptional elongation,S000003704;,SET domain-containing,Verified,YJL168C,Nucleus. Chromosome {ECO:0000305}.,18.78026,FALSE,P46995
FALSE,TRUE,26,,,LTE1,LTE1;EIS4;MSI2,TRUE,YAL024C,Protein similar to GDP/GTP exchange factors,S000000022;,Low Temperature Essential,Verified,YAL024C,"Cytoplasm. Bud. Note=The localization to the bud requires interaction with KEL1, as well as the presence of septins, CDC42, CLA4 and RAS2.",18.97385,FALSE,P07866
FALSE,TRUE,26,SPT4-SPT5 transcription elongation factor complex,CPX-1661,SPT4,SPT4,TRUE,YGR063C,Spt4p/5p (DSIF) transcription elongation factor complex subunit,S000003295;,SuPpressor of Ty's,Verified,YGR063C,"Nucleus {ECO:0000269|PubMed:15057281}. Chromosome, centromere {ECO:0000269|PubMed:15057281}. Note=Centromere and heterochromatin.",22.66377,FALSE,P32914
FALSE,TRUE,26,DNA-directed RNA polymerase II complex,CPX-2662,RPB9,RPB9,TRUE,YGL070C,RNA polymerase II subunit B12.6,S000003038;,RNA Polymerase B,Verified,YGL070C,"Nucleus, nucleolus {ECO:0000250|UniProtKB:P32529}.",21.8133,FALSE,P27999
FALSE,TRUE,26,DNA-directed RNA polymerase II complex,CPX-2662,RPB3,RPB3,TRUE,YIL021W,RNA polymerase II third largest subunit B44,S000001283;,RNA Polymerase B,Verified,YIL021W,Nucleus.,22.60153,FALSE,P16370
FALSE,FALSE,26,,,ELF1,ELF1,TRUE,YKL160W,Transcription elongation factor with a conserved zinc finger domain,S000001643;,ELongation Factor,Verified,YKL160W,Nucleus {ECO:0000269|PubMed:14562095}.,21.22695,FALSE,P36053
FALSE,TRUE,26,mRNA cap methyltransferase complex,CPX-580,CET1,CET1,TRUE,YPL228W,RNA 5'-triphosphatase involved in mRNA 5' capping,S000006149;,Capping Enzyme Triphosphatase,Verified,YPL228W,Nucleus.,18.97072,FALSE,O13297
FALSE,TRUE,26,DNA-directed RNA polymerase II complex,CPX-2662,RPB11,RPB11,TRUE,YOL005C,RNA polymerase II subunit B12.5,S000005365;,RNA Polymerase B,Verified,YOL005C,Nucleus.,22.31012,FALSE,P38902
FALSE,TRUE,26,RPB4-RPB7 subcomplex,CPX-1891,RPB7,RPB7,TRUE,YDR404C,RNA polymerase II subunit B16,S000002812;,RNA Polymerase B,Verified,YDR404C,"Nucleus. Cytoplasm. Cytoplasm, P-body. Note=Seems to shuttle between nucleus and cytoplasm in a complex with RPB4.",21.24941,FALSE,P34087
FALSE,TRUE,45,,,YBL055C,YBL055C,TRUE,YBL055C,3'-->5' exonuclease and endonuclease with a possible role in apoptosis,S000000151;,,Verified,YBL055C,Cytoplasm {ECO:0000269|PubMed:14562095}.,19.67751,FALSE,P34220
FALSE,TRUE,45,,,ARF3,ARF3,TRUE,YOR094W,Glucose-repressible ADP-ribosylation factor,S000005620;,ADP-Ribosylation Factor,Verified,YOR094W,Golgi apparatus.,20.54447,FALSE,P40994
FALSE,TRUE,45,,,EXG2,EXG2,TRUE,YDR261C,"Exo-1,3-beta-glucanase",S000002669;,"EXo-1,3-beta-Glucanase",Verified,YDR261C,"Cell membrane {ECO:0000305};Lipid-anchor, GPI-anchor {ECO:0000305}.",19.90948,FALSE,P52911
FALSE,FALSE,45,,,MKC7,MKC7;YPS2,TRUE,YDR144C,GPI-anchored aspartyl protease,S000002551;,Multicopy suppressor of Kex2 Cold sensitivity,Verified,YDR144C,"Cell membrane {ECO:0000269|PubMed:10446224, ECO:0000269|PubMed:7479877};Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:10446224, ECO:0000269|PubMed:7479877}. Note=GPI-anchored plasma membrane protein (GPI-PMP).",18.26685,FALSE,P53379
FALSE,FALSE,45,,,YRF1-2;YRF1-3;YRF1-7;YLL067C;YLL066C;YML133C;YEL077C;YRF1-6;YPR204W,YRF1-2;YRF1-3;YRF1-7;YLL067C;YLL066C;YML133C;YEL077C;YRF1-6;YPR204W,FALSE,YER190W;YGR296W;YNL339C;YPL283C;YEL077C;YLL066C;YLL067C;YML133C;YPR204W,Helicase encoded by the Y' element of subtelomeric regions;Helicase encoded by the Y' element of subtelomeric regions;Helicase encoded by the Y' element of subtelomeric regions;Putative Y' element ATP-dependent helicase;Putative Y' element ATP-dependent helicase;Putative Y' element ATP-dependent helicase;Helicase-like protein encoded within the telomeric Y' element;Helicase encoded by the Y' element of subtelomeric regions;DNA helicase encoded within the telomeric Y' element,S000000992;;S000003528;;S000006204;;S000003990;;S000003989;;S000004602;;S000006409;;S000005283;;S000006408;,,Verified;Verified;Verified;Uncharacterized;Uncharacterized;Uncharacterized;Uncharacterized;Verified;Verified,YER190W;YGR296W;YNL339C;YPL283C;YEL077C;YLL066C;YLL067C;YML133C;YPR204W,,,TRUE,P40105;P0CX14;P0CX15;Q07888;Q99208;Q03099;Q3E7X8;P53819;Q08995
FALSE,TRUE,45,,,KAP120,KAP120,TRUE,YPL125W,Karyopherin responsible for the nuclear import of Rpf1p,S000006046;,KAryoPherin,Verified,YPL125W,Cytoplasm. Nucleus.,20.36573,FALSE,Q02932
FALSE,TRUE,45,Translation release factor ERF1-ERF3 complex,CPX-435,SUP35,SUP35;GST1;PNM2;SAL3;SUF12;SUP2,TRUE,YDR172W,Translation termination factor eRF3,S000002579;,SUPpressor,Verified,YDR172W,Cytoplasm {ECO:0000305}.,23.20449,FALSE,P05453
FALSE,TRUE,45,,,ABD1,ABD1,TRUE,YBR236C,Methyltransferase,S000000440;,,Verified,YBR236C,Nucleus {ECO:0000269|PubMed:11018011}.,19.25819,FALSE,P32783
FALSE,TRUE,45,,,YEL1,YEL1,TRUE,YBL060W,Guanine nucleotide exchange factor specific for Arf3p,S000000156;,Yeast EFA6-Like,Verified,YBL060W,Cytoplasm. Cell membrane;Peripheral membrane protein. Bud neck. Bud tip. Note=Localizes at the cell membrane only at the bud neck and bud tip and this localization is ARF3-dependent.,17.34322,FALSE,P34225
FALSE,TRUE,45,BLOC-1 complex,CPX-1153,VAB2,VAB2;VAB31,TRUE,YEL005C,Subunit of the BLOC-1 complex involved in endosomal maturation,S000000731;,VAc8p Binding,Verified,YEL005C,Cytoplasmic vesicle {ECO:0000269|PubMed:14562095}. Cytoplasm {ECO:0000269|PubMed:14562095}. Vacuole {ECO:0000269|PubMed:14562095}.,17.00238,FALSE,P40003
TRUE,FALSE,45,,,MCO12,MCO12,TRUE,YKL018C-A,Putative mitochondrial protein of unknown function,S000007615;,Mitochondrial Class One protein of 12 kDa,Uncharacterized,YKL018C-A,Cytoplasm {ECO:0000269|PubMed:14562095}.,15.34014,TRUE,Q3E7A7
FALSE,TRUE,45,,,PMC1,PMC1,TRUE,YGL006W,Vacuolar Ca2+ ATPase involved in depleting cytosol of Ca2+ ions,S000002974;,Plasma Membrane Calcium,Verified,YGL006W,Vacuole membrane;Multi-pass membrane protein.,18.04417,FALSE,P38929
FALSE,TRUE,45,,,FOL2,FOL2,TRUE,YGR267C,"GTP-cyclohydrolase I, catalyzes first step in folic acid biosynthesis",S000003499;,FOLic acid synthesis,Verified,YGR267C,,21.32483,FALSE,P51601
FALSE,TRUE,45,Translation release factor ERF1-ERF3 complex,CPX-435,SUP45,SUP45;SAL4;SUP1,TRUE,YBR143C,Polypeptide release factor (eRF1) in translation termination,S000000347;,SUPpressor,Verified,YBR143C,Cytoplasm {ECO:0000269|PubMed:14562095}.,24.14181,FALSE,P12385
FALSE,FALSE,45,,,IZH4,IZH4,TRUE,YOL101C,Membrane protein involved in zinc ion homeostasis,S000005461;,Implicated in Zinc Homeostasis,Verified,YOL101C,Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095};Multi-pass membrane protein {ECO:0000269|PubMed:14562095}.,16.28091,FALSE,Q99393
FALSE,FALSE,554,Transcription factor TFIIA complex,CPX-1633,TOA1,TOA1,FALSE,YOR194C,TFIIA large subunit,S000005720;,,Verified,YOR194C,Cytoplasm {ECO:0000269|PubMed:10525531}. Nucleus {ECO:0000269|PubMed:10525531}. Note=Imported to nucleus via interaction with KAP122.,,FALSE,P32773
FALSE,TRUE,554,Transcription factor TFIIA complex,CPX-1633,TOA2,TOA2,TRUE,YKL058W,TFIIA small subunit,S000001541;,,Verified,YKL058W,Cytoplasm {ECO:0000269|PubMed:10525531}. Nucleus {ECO:0000269|PubMed:10525531}. Note=Imported to nucleus via interaction with KAP122.,19.1514,FALSE,P32774
FALSE,TRUE,398,FET5-FTH1 high affinity iron exporter complex,CPX-869,FTH1,FTH1,TRUE,YBR207W,Putative high affinity iron transporter,S000000411;,FTR1 Homolog,Verified,YBR207W,"Vacuole membrane {ECO:0000269|PubMed:10608875, ECO:0000269|PubMed:14562095};Multi-pass membrane protein {ECO:0000269|PubMed:10608875, ECO:0000269|PubMed:14562095}.",21.2662,FALSE,P38310
FALSE,TRUE,398,FET5-FTH1 high affinity iron exporter complex,CPX-869,FET5,FET5,TRUE,YFL041W,Multicopper oxidase,S000001853;,FErrous Transport,Verified,YFL041W,Cell membrane {ECO:0000305};Single-pass membrane protein {ECO:0000305}.,20.50269,FALSE,P43561
FALSE,TRUE,419,,,SRC1,SRC1;HEH1,TRUE,YML034W,Inner nuclear membrane protein,S000004497;,Spliced mRNA and Cell cycle regulated gene,Verified,YML034W,Nucleus inner membrane {ECO:0000269|PubMed:16929305};Multi-pass membrane protein {ECO:0000269|PubMed:16929305}. Note=Targeting to the inner nuclear membrane requires the SRP1 and KAP95 karyopherins and the Ran cycle.,18.33712,FALSE,Q03707
FALSE,TRUE,419,,,NUR1,NUR1,TRUE,YDL089W,Protein involved in regulation of mitotic exit,S000002247;,NUclear Rim1,Verified,YDL089W,Nucleus membrane {ECO:0000269|PubMed:14562095};Multi-pass membrane protein {ECO:0000269|PubMed:14562095}.,16.00413,FALSE,Q12066
FALSE,FALSE,115,,,CBS2,CBS2;CBP7,TRUE,YDR197W,Mitochondrial translational activator of the COB mRNA,S000002605;,Cytochrome B Synthesis,Verified,YDR197W,Mitochondrion {ECO:0000269|PubMed:2270079}.,18.99742,FALSE,P14905
FALSE,TRUE,115,THO complex;TREX complex,CPX-1792;CPX-1793,THO2,THO2;LDB5;RLR1;ZRG13,TRUE,YNL139C,Subunit of the THO complex,S000005083;,suppressor of the Transcriptional defect of Hpr1 by Overexpression,Verified,YNL139C,"Nucleus {ECO:0000269|PubMed:11060033, ECO:0000269|PubMed:14562095}.",19.22217,FALSE,P53552
FALSE,TRUE,115,,,GBP2,GBP2;RLF6,TRUE,YCL011C,Poly(A+) RNA-binding protein,S000000517;,G-strand Binding Protein,Verified,YCL011C,"Nucleus {ECO:0000305}. Chromosome, telomere.",18.89194,FALSE,P25555
FALSE,TRUE,115,THO complex;TREX complex,CPX-1792;CPX-1793,HPR1,HPR1,TRUE,YDR138W,Subunit of THO/TREX complexes,S000002545;,HyPerRecombination,Verified,YDR138W,"Nucleus {ECO:0000269|PubMed:11060033, ECO:0000269|PubMed:14562095}.",20.40261,FALSE,P17629
FALSE,FALSE,115,THO complex;TREX complex,CPX-1792;CPX-1793,TEX1,TEX1,FALSE,YNL253W,Protein involved in mRNA export,S000005197;,TrEX component,Verified,YNL253W,Nucleus {ECO:0000305}.,,FALSE,P53851
FALSE,TRUE,115,THO complex;TREX complex,CPX-1792;CPX-1793,THP2,THP2,TRUE,YHR167W,Subunit of the THO and TREX complexes,S000001210;,THO2 - HPR1 Phenotype,Verified,YHR167W,"Nucleus {ECO:0000269|PubMed:11060033, ECO:0000269|PubMed:14562095}.",18.06387,FALSE,O13539
FALSE,TRUE,115,THO complex;TREX complex,CPX-1792;CPX-1793,MFT1,MFT1,TRUE,YML062C,Subunit of the THO complex,S000004527;,Mitochondrial Fusion Targeting,Verified,YML062C,"Nucleus {ECO:0000269|PubMed:11060033, ECO:0000269|PubMed:14562095}.",19.93357,FALSE,P33441
FALSE,TRUE,580,Nonsense-mediated decay complex,CPX-1315,NAM7,NAM7;IFS2;MOF4;UPF1,TRUE,YMR080C,ATP-dependent RNA helicase of the SFI superfamily,S000004685;,Nuclear Accommodation of Mitochondria,Verified,YMR080C,"Cytoplasm. Nucleus. Note=Present predominantly in the cytoplasm, but is also found in small quantities in the nucleus.",21.28582,FALSE,P30771
FALSE,TRUE,580,,,NMD4,NMD4,TRUE,YLR363C,Protein that may be involved in nonsense-mediated mRNA decay,S000004355;,Nonsense-Mediated mRNA Decay,Verified,YLR363C,Cytoplasm {ECO:0000269|PubMed:14562095}.,21.16269,FALSE,Q12129
FALSE,FALSE,63,SCF-Hrt3 ubiquitin ligase complex,CPX-3255,HRT3,HRT3,FALSE,YLR097C,Putative SCF-ubiquitin ligase F-box protein,S000004087;,High level expression Reduces Ty3 transposition,Verified,YLR097C,,,FALSE,Q12347
FALSE,TRUE,63,,,DPH2,DPH2,TRUE,YKL191W,Protein required for synthesis of diphthamide,S000001674;,DiPHthamide,Verified,YKL191W,Cytoplasm {ECO:0000269|PubMed:14562095}.,20.99966,FALSE,P32461
FALSE,TRUE,63,,,EMW1,EMW1,TRUE,YNL313C,Essential conserved protein with a role in cell wall integrity,S000005257;,Essential for Maintenance of the cell Wall,Verified,YNL313C,Cytoplasm {ECO:0000269|PubMed:14690591}. Nucleus {ECO:0000269|PubMed:14690591}.,22.47301,FALSE,P42842
FALSE,TRUE,63,,,HGH1,HGH1,TRUE,YGR187C,Chaperone protein for translation factor eEF2,S000003419;,HmG1/2 Homolog,Verified,YGR187C,,21.69806,FALSE,P48362
FALSE,TRUE,63,,,EFT2,EFT2,TRUE,YDR385W,"Elongation factor 2 (EF-2), also encoded by EFT1",S000005659;S000002793;,Elongation Factor Two,Verified,YDR385W,Cytoplasm {ECO:0000269|PubMed:14562095}.,24.88395,FALSE,P32324
FALSE,FALSE,63,,,ATS1,ATS1;KTI13,FALSE,YAL020C,Protein required for modification of wobble nucleosides in tRNA,S000000018;,Alpha Tubulin Suppressor,Verified,YAL020C,Cytoplasm {ECO:0000269|PubMed:18466297}.,,FALSE,P31386
FALSE,TRUE,63,,,CNS1,CNS1,TRUE,YBR155W,TPR-containing co-chaperone,S000000359;,CyclophiliN Seven suppressor,Verified,YBR155W,Cytoplasm {ECO:0000269|PubMed:14562095}.,21.1993,FALSE,P33313
FALSE,FALSE,63,,,KTI11,KTI11;DPH3,TRUE,YBL071W-A,Zn-ribbon protein that co-purifies with Dph1 and Dph2,S000007587;,Kluveromyces lactis Toxin Insensitive,Verified,YBL071W-A,Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.,22.38204,FALSE,Q3E840
FALSE,TRUE,63,,,EFT1,EFT1,TRUE,YOR133W,"Elongation factor 2 (EF-2), also encoded by EFT2",S000005659;S000002793;,Elongation Factor Two,Verified,YOR133W,Cytoplasm {ECO:0000269|PubMed:14562095}.,24.68239,FALSE,P32324
FALSE,TRUE,63,,,DPH1,DPH1,TRUE,YIL103W,Protein required for synthesis of diphthamide,S000001365;,DiPHthamide biosynthesis,Verified,YIL103W,Cytoplasm {ECO:0000269|PubMed:14562095}.,20.6425,FALSE,P40487
FALSE,TRUE,63,,,SQT1,SQT1,TRUE,YIR012W,Specific assembly chaperone for ribosomal protein Rpl10p,S000001451;,Suppressor of QSR1 Truncations,Verified,YIR012W,,22.95495,FALSE,P35184
FALSE,TRUE,473,Nuclear pore complex,CPX-824,GLE2,GLE2;RAE1,TRUE,YER107C,RNA export factor associated with the nuclear pore complex (NPC),S000000909;,GLFG LEthal,Verified,YER107C,"Nucleus, nuclear pore complex {ECO:0000269|PubMed:10684247}. Nucleus membrane;Peripheral membrane protein;Cytoplasmic side. Nucleus membrane;Peripheral membrane protein;Nucleoplasmic side. Note=Symmetric distribution.",19.50555,FALSE,P40066
FALSE,FALSE,473,Nuclear pore complex,CPX-824,NUP116,NUP116;NSP116,TRUE,YMR047C,FG-nucleoporin component of central core of the nuclear pore complex,S000004650;,NUclear Pore,Verified,YMR047C,"Nucleus, nuclear pore complex {ECO:0000269|PubMed:10891509}. Nucleus membrane;Peripheral membrane protein;Cytoplasmic side. Nucleus membrane;Peripheral membrane protein;Nucleoplasmic side. Note=Biased towards cytoplasmic side.",18.68993,FALSE,Q02630
FALSE,TRUE,341,ESCRT-I complex,CPX-940,MVB12,MVB12,TRUE,YGR206W,ESCRT-I subunit required to stabilize ESCRT-I core complex oligomers,S000003438;,MultiVesicular Body sorting factor of 12 kilodaltons,Verified,YGR206W,Cytoplasm {ECO:0000269|PubMed:17135292}. Endosome {ECO:0000269|PubMed:17135292}. Late endosome membrane {ECO:0000305|PubMed:17135292};Peripheral membrane protein {ECO:0000305|PubMed:17135292}.,19.49327,FALSE,P42939
FALSE,TRUE,341,ESCRT-I complex,CPX-940,VPS28,VPS28;VPT28,TRUE,YPL065W,Component of the ESCRT-I complex,S000005986;,Vacuolar Protein Sorting,Verified,YPL065W,Cytoplasm. Endosome. Late endosome membrane {ECO:0000305};Peripheral membrane protein {ECO:0000305}.,18.88426,FALSE,Q02767
FALSE,FALSE,341,ESCRT-I complex,CPX-940,STP22,STP22;VPS23,FALSE,YCL008C,Component of the ESCRT-I complex,S000000514;,STerile Pseudoreversion,Verified,YCL008C,Cytoplasm. Endosome. Late endosome membrane {ECO:0000305};Peripheral membrane protein {ECO:0000305}.,,FALSE,P25604
FALSE,TRUE,360,DNA polymerase delta complex,CPX-2101,POL31,POL31;HUS2;HYS2;SDP5,TRUE,YJR006W,Subunit of DNA polymerase delta (polymerase III),S000003766;,POLymerase,Verified,YJR006W,Nucleus {ECO:0000250}.,18.41037,FALSE,P46957
FALSE,TRUE,360,,,CKI1,CKI1;CKI,TRUE,YLR133W,Choline kinase,S000004123;,Choline KInase,Verified,YLR133W,Cytoplasm.,21.69786,FALSE,P20485
FALSE,FALSE,360,DNA polymerase delta complex,CPX-2101,POL32,POL32,TRUE,YJR043C,Third subunit of DNA polymerase delta,S000003804;,POLymerase,Verified,YJR043C,Nucleus {ECO:0000250}.,,FALSE,P47110
FALSE,TRUE,579,DCS1 decapping scavenger complex;DCS1-DCS2 regulator of decapping scavenger complex,CPX-1179;CPX-1185,DCS1,DCS1,TRUE,YLR270W,Non-essential hydrolase involved in mRNA decapping,S000004260;,DeCapping Scavenger,Verified,YLR270W,"Cytoplasm. Cytoplasm, perinuclear region. Cytoplasm, P-body. Note=Predominantly cytoplasmic.",21.00037,FALSE,Q06151
FALSE,TRUE,579,DCS1-DCS2 regulator of decapping scavenger complex,CPX-1185,DCS2,DCS2,TRUE,YOR173W,m(7)GpppX pyrophosphatase regulator,S000005699;,DeCapping Scavenger,Verified,YOR173W,"Cytoplasm. Cytoplasm, perinuclear region. Cytoplasm, P-body. Note=Predominantly cytoplasmic. Localizes close to the perinuclear space before the diauxic growth shift. Recruited to the P-body after the post-diauxic growth shift. Colocalizes with the decapping activator protein LSM1 at P-body.",20.24291,FALSE,Q12123
FALSE,TRUE,299,,,YCK2,YCK2;CKI1,TRUE,YNL154C,Palmitoylated plasma membrane-bound casein kinase I (CK1) isoform,S000005098;,Yeast Casein Kinase,Verified,YNL154C,Cell membrane {ECO:0000269|PubMed:10866691};Lipid-anchor {ECO:0000269|PubMed:10866691}.,21.29555,FALSE,P23292
